latitude,longitude
48.138696,11.567822
48.139098,11.566339
48.139200,11.566079
48.139487,11.565621
48.140159,11.563878
48.140794,11.561866
48.141256,11.560024
48.141441,11.559027
48.141945,11.556862
48.142245,11.555056
48.142281,11.554446
48.142263,11.553880
48.142167,11.553116
48.141921,11.551535
48.141843,11.550520
48.141843,11.549496
48.141903,11.548526
48.142299,11.543666
48.142395,11.541707
48.142622,11.538545
48.142670,11.536524
48.142724,11.532446
48.142688,11.530721
48.143557,11.519241
48.143545,11.517085
48.143408,11.513734
48.143414,11.512602
48.143456,11.511722
48.143917,11.507140
48.144343,11.503709
48.144858,11.498112
48.145014,11.496891
48.145589,11.493010
48.145661,11.492354
48.145703,11.491456
48.145811,11.487377
48.146381,11.478331
48.146752,11.473418
48.146890,11.472007
48.147142,11.470489
48.147352,11.469600
48.147567,11.468863
48.149851,11.461856
48.151343,11.457005
48.151553,11.455927
48.151679,11.455200
48.151787,11.454265
48.151829,11.453448
48.151817,11.452586
48.151751,11.451705
48.151601,11.450645
48.151265,11.449145
48.151038,11.448238
48.150804,11.447474
48.150414,11.446450
48.150157,11.445893
48.149707,11.444977
48.149252,11.444231
48.149150,11.444097
48.149018,11.443935
48.148724,11.443602
48.148143,11.443072
48.147466,11.442542
48.146117,11.441518
48.144744,11.440162
48.144367,11.439749
48.144079,11.439344
48.143641,11.438500
48.143444,11.437961
48.143246,11.437197
48.143084,11.436048
48.142526,11.430855
48.142203,11.425924
48.141693,11.422088
48.140009,11.410068
48.139236,11.404786
48.139056,11.403888
48.138864,11.403133
48.136214,11.394429
48.135800,11.393162
48.135501,11.392372
48.133432,11.387673
48.132941,11.386515
48.132539,11.385464
48.132281,11.384646
48.132059,11.383811
48.131856,11.382787
48.128858,11.364021
48.128198,11.359718
48.127952,11.358604
48.127587,11.357454
48.125992,11.353780
48.124157,11.349387
48.123443,11.347941
48.122706,11.346746
48.121788,11.345551
48.121260,11.344967
48.120703,11.344437
48.119431,11.343404
48.116511,11.341195
48.115551,11.340395
48.110207,11.335364
48.109727,11.334834
48.109217,11.334008
48.108882,11.333200
48.108702,11.332589
48.108594,11.332041
48.108522,11.331394
48.108480,11.329301
48.108480,11.328474
48.108588,11.327082
48.108768,11.326094
48.109145,11.324800
48.110051,11.322015
48.110297,11.320973
48.110381,11.320399
48.110417,11.319806
48.110375,11.318701
48.110303,11.318099
48.110105,11.317129
48.109991,11.316733
48.108528,11.311909
48.108204,11.310589
48.108084,11.309745
48.108030,11.308855
48.108054,11.306286
48.108024,11.305280
48.107910,11.304498
48.107784,11.303959
48.107616,11.303447
48.107412,11.302944
48.105792,11.299836
48.102661,11.293853
48.102079,11.292793
48.101371,11.291733
48.099152,11.288975
48.096710,11.285939
48.095942,11.284888
48.082825,11.265772
48.082159,11.264739
48.081414,11.263293
48.079062,11.258073
48.078438,11.256618
48.078180,11.255783
48.077441,11.252019
48.076799,11.248857
48.076475,11.247797
48.076229,11.247303
48.075935,11.246844
48.075497,11.246332
48.074975,11.245892
48.073636,11.245021
48.073192,11.244608
48.072868,11.244212
48.072484,11.243575
48.072165,11.242856
48.071985,11.242245
48.071793,11.241401
48.070029,11.232148
48.068078,11.223533
48.067891,11.222716
48.067663,11.221898
48.067291,11.220955
48.066859,11.220191
48.066337,11.219509
48.065598,11.218727
48.065256,11.218323
48.064746,11.217497
48.064458,11.216886
48.064169,11.216131
48.064001,11.215466
48.063911,11.214999
48.063803,11.214029
48.063761,11.212682
48.063701,11.211639
48.063587,11.210948
48.063431,11.210337
48.063107,11.209493
48.062807,11.208936
48.060958,11.206564
48.059883,11.205324
48.059385,11.204848
48.058916,11.204516
48.058358,11.204237
48.058058,11.204139
48.057469,11.204067
48.056977,11.204130
48.056437,11.204318
48.055188,11.205064
48.054485,11.205360
48.053704,11.205432
48.052221,11.205243
48.051579,11.205360
48.050858,11.205711
48.050522,11.205953
48.049651,11.206753
48.048925,11.207274
48.048564,11.207426
48.048006,11.207552
48.047363,11.207525
48.047063,11.207453
48.046582,11.207265
48.046126,11.206995
48.045538,11.206438
48.045129,11.205890
48.044769,11.205226
48.044601,11.204821
48.044312,11.203950
48.043856,11.202405
48.043664,11.201848
48.043321,11.201066
48.043015,11.200563
48.042823,11.200312
48.041574,11.198874
48.040805,11.198093
48.039496,11.196629
48.036685,11.193916
48.036078,11.193269
48.035165,11.192191
48.032918,11.189236
48.032305,11.188481
48.030131,11.185966
48.026292,11.181303
48.025709,11.180504
48.024177,11.177935
48.023642,11.177234
48.019959,11.173452
48.019503,11.173111
48.018842,11.172823
48.017982,11.172715
48.007791,11.172473
48.006817,11.172419
48.005897,11.172257
48.001708,11.171269
48.000554,11.170919
47.998462,11.170398
